8, 20000000, 2, 4.11, 5.39, 2.68
8, 20000000, 2, 4.66, 6.10, 3.09
8, 20000000, 2, 4.69, 5.85, 3.42
8, 40000000, 2, 9.40, 11.68, 6.97
8, 40000000, 2, 8.88, 11.18, 6.35
8, 40000000, 2, 8.86, 11.47, 6.07
8, 80000000, 2, 17.69, 23.15, 11.46
8, 80000000, 2, 17.47, 22.86, 11.55
8, 80000000, 2, 17.27, 22.96, 10.91
8, 160000000, 2, 35.65, 44.76, 24.65
8, 160000000, 2, 40.18, 51.30, 27.40
8, 160000000, 2, 40.08, 52.29, 26.45
8, 20000000, 4, 4.83, 6.03, 3.46
8, 20000000, 4, 5.46, 7.11, 3.68
8, 20000000, 4, 5.13, 6.69, 3.39
8, 40000000, 4, 9.27, 12.34, 5.80
8, 40000000, 4, 10.65, 14.00, 6.96
8, 40000000, 4, 10.61, 13.67, 7.29
8, 80000000, 4, 20.90, 26.43, 15.09
8, 80000000, 4, 21.66, 28.51, 13.91
8, 80000000, 4, 23.54, 30.89, 15.51
8, 160000000, 4, 43.51, 57.24, 27.94
8, 160000000, 4, 47.87, 62.53, 31.78
8, 160000000, 4, 41.92, 54.77, 28.02
8, 20000000, 8, 5.71, 7.34, 3.87
8, 20000000, 8, 5.57, 7.12, 3.82
8, 20000000, 8, 5.74, 7.60, 3.67
8, 40000000, 8, 11.62, 15.13, 7.84
8, 40000000, 8, 12.31, 15.54, 8.86
8, 40000000, 8, 11.70, 14.65, 8.58
8, 80000000, 8, 20.95, 26.47, 14.82
8, 80000000, 8, 22.94, 29.34, 16.22
8, 80000000, 8, 17.99, 22.95, 12.01
8, 160000000, 8, 43.30, 56.21, 29.22
8, 160000000, 8, 40.33, 52.54, 27.05
8, 160000000, 8, 44.15, 57.14, 30.17
8, 20000000, 16, 5.90, 8.14, 3.41
8, 20000000, 16, 5.40, 7.25, 3.35
8, 20000000, 16, 5.44, 7.07, 3.59
8, 40000000, 16, 11.11, 14.52, 7.29
8, 40000000, 16, 10.86, 14.61, 6.61
8, 40000000, 16, 10.74, 14.40, 6.54
8, 80000000, 16, 21.32, 27.71, 14.28
8, 80000000, 16, 22.77, 28.82, 16.17
8, 80000000, 16, 21.55, 27.96, 14.74
8, 160000000, 16, 53.06, 67.06, 38.25
8, 160000000, 16, 46.03, 58.21, 32.78
8, 160000000, 16, 39.88, 51.42, 26.71
