16, 20000000, 2, 5.88, 7.67, 4.06
16, 20000000, 2, 6.09, 7.99, 4.17
16, 20000000, 2, 6.12, 8.05, 4.16
16, 40000000, 2, 11.58, 15.04, 8.07
16, 40000000, 2, 11.70, 15.45, 7.91
16, 40000000, 2, 11.15, 14.45, 7.83
16, 80000000, 2, 24.16, 31.26, 16.92
16, 80000000, 2, 24.57, 31.65, 17.40
16, 80000000, 2, 23.18, 30.25, 16.00
16, 160000000, 2, 46.82, 61.17, 32.32
16, 160000000, 2, 45.98, 60.76, 30.95
16, 160000000, 2, 46.31, 60.41, 31.98
16, 20000000, 4, 18.82, 40.27, 32.59
16, 20000000, 4, 19.10, 41.11, 32.97
16, 20000000, 4, 19.56, 41.89, 33.85
16, 40000000, 4, 40.82, 87.99, 69.38
16, 40000000, 4, 41.35, 87.48, 71.19
16, 40000000, 4, 37.58, 81.79, 63.86
16, 80000000, 4, 75.09, 161.15, 130.01
16, 80000000, 4, 79.71, 169.69, 137.21
16, 80000000, 4, 79.79, 170.14, 136.66
16, 160000000, 4, 151.72, 323.33, 263.08
16, 160000000, 4, 154.85, 330.19, 268.44
16, 160000000, 4, 165.27, 352.05, 282.68
16, 20000000, 8, 43.57, 124.82, 204.79
16, 20000000, 8, 45.38, 128.88, 214.08
16, 20000000, 8, 43.61, 124.73, 205.24
16, 40000000, 8, 84.21, 243.34, 395.88
16, 40000000, 8, 91.09, 255.90, 436.46
16, 40000000, 8, 84.97, 250.27, 395.48
16, 80000000, 8, 183.66, 540.76, 849.17
16, 80000000, 8, 174.71, 496.48, 831.39
16, 80000000, 8, 176.14, 501.08, 832.58
16, 160000000, 8, 349.24, 995.56, 1652.68
16, 160000000, 8, 350.31, 997.69, 1666.23
16, 160000000, 8, 353.38, 1029.61, 1660.46
16, 20000000, 16, 112.06, 271.37, 1482.38
16, 20000000, 16, 114.81, 275.48, 1518.59
16, 20000000, 16, 112.08, 271.28, 1479.78
16, 40000000, 16, 226.99, 551.02, 2997.78
16, 40000000, 16, 221.33, 546.99, 2908.84
16, 40000000, 16, 240.47, 582.31, 3168.99
16, 80000000, 16, 354.33, 696.78, 4921.90
16, 80000000, 16, 453.89, 1061.07, 6045.18
16, 80000000, 16, 445.50, 1094.34, 5872.30
16, 160000000, 16, 912.29, 2073.40, 12227.52
16, 160000000, 16, 909.46, 2172.46, 12042.94
16, 160000000, 16, 918.52, 2214.04, 12125.81
