8, 20000000, 2, 5.03, 6.67, 3.33
8, 20000000, 2, 4.45, 5.65, 3.21
8, 20000000, 2, 4.89, 6.20, 3.52
8, 40000000, 2, 8.77, 11.56, 5.80
8, 40000000, 2, 10.12, 13.37, 6.77
8, 40000000, 2, 8.89, 11.60, 6.04
8, 80000000, 2, 18.70, 25.10, 12.02
8, 80000000, 2, 17.17, 22.29, 11.55
8, 80000000, 2, 17.08, 22.63, 11.00
8, 160000000, 2, 32.89, 43.34, 21.68
8, 160000000, 2, 35.57, 45.76, 24.55
8, 160000000, 2, 37.68, 49.72, 24.60
8, 20000000, 4, 17.93, 38.26, 28.51
8, 20000000, 4, 18.85, 40.11, 29.31
8, 20000000, 4, 17.70, 37.72, 28.37
8, 40000000, 4, 36.12, 78.47, 57.67
8, 40000000, 4, 39.56, 85.51, 62.40
8, 40000000, 4, 43.60, 92.37, 68.99
8, 80000000, 4, 85.65, 178.12, 137.56
8, 80000000, 4, 83.88, 177.86, 131.94
8, 80000000, 4, 86.85, 181.52, 139.36
8, 160000000, 4, 175.81, 369.29, 281.39
8, 160000000, 4, 175.73, 366.50, 282.88
8, 160000000, 4, 172.58, 362.90, 276.73
8, 20000000, 8, 62.45, 212.78, 214.57
8, 20000000, 8, 61.72, 212.50, 216.17
8, 20000000, 8, 60.67, 212.66, 208.78
8, 40000000, 8, 135.27, 458.85, 466.28
8, 40000000, 8, 129.94, 448.34, 446.10
8, 40000000, 8, 132.98, 456.65, 458.05
8, 80000000, 8, 263.74, 906.57, 911.98
8, 80000000, 8, 242.41, 831.82, 873.06
8, 80000000, 8, 242.21, 832.71, 858.01
8, 160000000, 8, 454.41, 1567.83, 1650.05
8, 160000000, 8, 439.75, 1495.95, 1623.04
8, 160000000, 8, 468.55, 1605.69, 1690.21
8, 20000000, 16, 106.94, 423.02, 403.76
8, 20000000, 16, 111.05, 433.69, 420.59
8, 20000000, 16, 104.03, 407.88, 393.62
8, 40000000, 16, 200.47, 785.70, 761.14
8, 40000000, 16, 204.16, 797.60, 782.21
8, 40000000, 16, 202.01, 800.31, 766.53
8, 80000000, 16, 342.31, 1409.37, 1278.08
8, 80000000, 16, 326.05, 1367.73, 1211.43
8, 80000000, 16, 364.97, 1470.45, 1384.27
8, 160000000, 16, 708.65, 2896.21, 2681.88
8, 160000000, 16, 731.55, 2969.23, 2774.36
8, 160000000, 16, 734.19, 2992.72, 2756.74
