8, 20000000, 2, 1.91, 1.48, 1.65
8, 20000000, 2, 2.05, 1.71, 1.68
8, 20000000, 2, 1.94, 1.63, 1.58
8, 40000000, 2, 3.51, 2.79, 3.06
8, 40000000, 2, 3.47, 3.03, 2.78
8, 40000000, 2, 3.95, 2.99, 3.44
8, 80000000, 2, 7.81, 6.47, 6.56
8, 80000000, 2, 7.82, 6.24, 6.66
8, 80000000, 2, 7.60, 6.29, 6.45
8, 160000000, 2, 15.98, 12.27, 13.46
8, 160000000, 2, 11.96, 11.06, 9.91
8, 160000000, 2, 13.83, 12.14, 11.48
8, 20000000, 4, 4.89, 6.86, 11.27
8, 20000000, 4, 4.81, 6.29, 11.30
8, 20000000, 4, 3.49, 4.64, 8.60
8, 40000000, 4, 9.97, 13.80, 22.76
8, 40000000, 4, 9.48, 12.70, 22.33
8, 40000000, 4, 9.07, 12.00, 21.83
8, 80000000, 4, 21.85, 30.22, 49.29
8, 80000000, 4, 20.96, 29.61, 46.48
8, 80000000, 4, 17.96, 24.21, 42.70
8, 160000000, 4, 35.43, 47.54, 84.85
8, 160000000, 4, 39.39, 55.13, 89.86
8, 160000000, 4, 36.49, 50.24, 85.56
8, 20000000, 8, 28.15, 38.60, 156.66
8, 20000000, 8, 28.19, 38.05, 158.72
8, 20000000, 8, 28.36, 38.93, 157.87
8, 40000000, 8, 40.10, 29.98, 274.47
8, 40000000, 8, 56.55, 76.73, 316.00
8, 40000000, 8, 54.97, 73.52, 309.08
8, 80000000, 8, 114.51, 155.22, 639.12
8, 80000000, 8, 111.19, 149.84, 628.08
8, 80000000, 8, 108.70, 141.62, 621.22
8, 160000000, 8, 223.92, 307.34, 1251.18
8, 160000000, 8, 217.20, 282.65, 1246.53
8, 160000000, 8, 217.49, 282.68, 1242.40
8, 20000000, 16, 80.07, 101.04, 527.26
8, 20000000, 16, 80.16, 104.19, 524.88
8, 20000000, 16, 78.89, 100.21, 520.01
8, 40000000, 16, 157.62, 205.02, 1032.58
8, 40000000, 16, 159.14, 203.57, 1047.29
8, 40000000, 16, 150.72, 205.84, 975.57
8, 80000000, 16, 312.98, 385.11, 2077.91
8, 80000000, 16, 313.63, 386.02, 2081.55
8, 80000000, 16, 314.07, 400.75, 2065.69
8, 160000000, 16, 633.75, 810.49, 4161.50
8, 160000000, 16, 612.35, 769.37, 4046.20
8, 160000000, 16, 634.21, 829.43, 4146.71
