2, 20000000, 2, 3.31, 2.21, 3.02
2, 20000000, 2, 2.42, 1.88, 2.20
2, 20000000, 2, 2.91, 2.13, 2.57
2, 40000000, 2, 5.56, 4.27, 4.75
2, 40000000, 2, 5.90, 4.38, 5.18
2, 40000000, 2, 6.03, 4.46, 5.26
2, 80000000, 2, 82.21, 54.34, 73.01
2, 80000000, 2, 106.01, 66.66, 97.75
2, 80000000, 2, 88.98, 60.69, 77.94
2, 160000000, 2, 214.00, 138.87, 189.79
2, 160000000, 2, 212.01, 137.97, 183.81
2, 160000000, 2, 217.99, 144.41, 193.44
2, 20000000, 4, 48.74, 38.27, 57.30
2, 20000000, 4, 50.25, 40.80, 57.67
2, 20000000, 4, 56.23, 39.81, 69.92
2, 40000000, 4, 98.50, 77.55, 116.06
2, 40000000, 4, 99.74, 81.35, 112.71
2, 40000000, 4, 98.98, 80.43, 115.18
2, 80000000, 4, 198.49, 157.53, 229.99
2, 80000000, 4, 200.02, 157.14, 233.98
2, 80000000, 4, 197.52, 160.59, 226.28
2, 160000000, 4, 397.25, 327.82, 452.30
2, 160000000, 4, 393.74, 309.91, 462.77
2, 160000000, 4, 396.49, 316.51, 460.86
2, 20000000, 8, 121.73, 92.53, 148.80
2, 20000000, 8, 100.49, 85.36, 114.80
2, 20000000, 8, 99.00, 83.94, 113.95
2, 40000000, 8, 200.75, 173.08, 226.85
2, 40000000, 8, 202.99, 171.26, 233.85
2, 40000000, 8, 200.73, 170.58, 229.35
2, 80000000, 8, 487.49, 380.25, 591.15
2, 80000000, 8, 400.25, 338.81, 457.98
2, 80000000, 8, 402.25, 341.38, 459.98
2, 160000000, 8, 804.00, 688.50, 916.59
2, 160000000, 8, 804.48, 684.17, 919.81
2, 160000000, 8, 808.74, 694.49, 904.51
2, 20000000, 16, 205.00, 178.44, 230.46
2, 20000000, 16, 204.98, 179.77, 228.86
2, 20000000, 16, 204.50, 177.49, 230.25
2, 40000000, 16, 407.50, 353.16, 460.12
2, 40000000, 16, 407.24, 356.66, 456.51
2, 40000000, 16, 408.73, 354.96, 459.19
2, 80000000, 16, 818.51, 706.39, 925.48
2, 80000000, 16, 978.00, 763.03, 1187.98
