2, 20000000, 2, 2.52, 1.94, 2.20
2, 20000000, 2, 2.65, 2.15, 2.24
2, 20000000, 2, 2.88, 1.99, 2.70
2, 40000000, 2, 5.25, 4.17, 4.61
2, 40000000, 2, 5.48, 4.24, 4.80
2, 40000000, 2, 5.62, 4.22, 5.00
2, 80000000, 2, 61.76, 41.02, 52.16
2, 80000000, 2, 110.00, 75.26, 95.90
2, 80000000, 2, 86.01, 63.44, 72.93
2, 160000000, 2, 170.99, 126.15, 148.26
2, 160000000, 2, 212.00, 144.10, 185.70
2, 160000000, 2, 209.99, 141.95, 184.49
2, 20000000, 4, 49.49, 39.35, 56.67
2, 20000000, 4, 56.75, 39.89, 71.09
2, 20000000, 4, 49.24, 38.22, 57.77
2, 40000000, 4, 98.25, 81.28, 111.34
2, 40000000, 4, 114.47, 79.75, 143.09
2, 40000000, 4, 97.01, 77.06, 112.16
2, 80000000, 4, 195.74, 152.80, 230.31
2, 80000000, 4, 197.23, 156.94, 229.28
2, 80000000, 4, 195.75, 149.90, 232.34
