4, 20000000, 2, 1.75, 1.50, 1.44
4, 20000000, 2, 1.67, 1.39, 1.52
4, 20000000, 2, 1.98, 1.57, 1.67
4, 40000000, 2, 3.72, 3.41, 2.95
4, 40000000, 2, 3.36, 2.72, 2.99
4, 40000000, 2, 3.21, 2.98, 2.63
4, 80000000, 2, 7.36, 6.15, 6.09
4, 80000000, 2, 7.39, 6.01, 6.18
4, 80000000, 2, 6.63, 6.19, 5.34
4, 160000000, 2, 13.00, 12.15, 10.78
4, 160000000, 2, 13.06, 12.28, 10.68
4, 160000000, 2, 13.40, 12.29, 11.08
4, 20000000, 4, 8.59, 10.92, 17.01
4, 20000000, 4, 9.18, 11.60, 17.59
4, 20000000, 4, 9.52, 11.24, 18.32
4, 40000000, 4, 19.33, 22.97, 36.34
4, 40000000, 4, 16.77, 20.50, 33.95
4, 40000000, 4, 17.84, 22.22, 35.05
4, 80000000, 4, 38.15, 47.03, 72.71
4, 80000000, 4, 36.42, 44.67, 70.98
4, 80000000, 4, 37.79, 44.91, 73.05
4, 160000000, 4, 77.37, 93.21, 147.40
4, 160000000, 4, 77.07, 91.79, 148.58
4, 160000000, 4, 69.96, 87.46, 140.60
4, 20000000, 8, 23.01, 31.04, 57.99
4, 20000000, 8, 22.81, 31.37, 56.92
4, 20000000, 8, 22.30, 31.12, 55.34
4, 40000000, 8, 44.98, 60.29, 113.52
4, 40000000, 8, 45.13, 61.58, 113.59
4, 40000000, 8, 45.91, 62.17, 115.51
4, 80000000, 8, 91.80, 125.60, 229.32
4, 80000000, 8, 90.61, 122.31, 227.67
4, 80000000, 8, 91.15, 122.30, 230.42
4, 160000000, 8, 183.89, 253.34, 456.90
4, 160000000, 8, 186.56, 251.93, 469.20
4, 160000000, 8, 178.37, 244.26, 446.95
4, 20000000, 16, 45.32, 61.52, 119.36
4, 20000000, 16, 42.32, 60.14, 108.96
4, 20000000, 16, 45.10, 60.07, 120.17
4, 40000000, 16, 89.77, 121.40, 237.32
4, 40000000, 16, 89.46, 123.42, 233.98
4, 40000000, 16, 89.47, 123.64, 233.97
4, 80000000, 16, 179.72, 247.03, 471.33
4, 80000000, 16, 176.58, 238.88, 466.94
4, 80000000, 16, 178.57, 246.64, 465.95
4, 160000000, 16, 357.81, 492.16, 938.01
4, 160000000, 16, 351.25, 488.97, 915.06
4, 160000000, 16, 344.22, 474.58, 900.90
